http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/area
Savenac Nursery Historic District,1.37593e+06
Seneca Quarry,369073.0
Silliman Memorial Presbyterian Church,5665.6
Snyder Estate Natural Cement Historic District,1.11289e+06
South Platte River Bridges,6474.97
Southern Thames Historic District,546326.0
"St. Mary's Rectory (Aquasco, Maryland)",20234.3
Staats Mill Covered Bridge,1214.06
Stanley Institute,4046.86
"Sunnyfields (Linthicum Heights, Maryland)",6070.28
Temperance Row Historic District,44515.4
The Dearborn Inn,64749.7
The Point Historic District,64749.7
"Travellers Rest (Nashville, Tennessee)",36421.7
Tripp Family Homestead,4046.86
United States Watch Company,8903.08
Usonia Historic District,384856.0
Western Fields,79318.4
Woodwardville Historic District,314036.0
Wynkoop House,12140.6
Yellow Brick House,16187.4
Young-Sartorius House,1214.06
Hotel Row,8093.71
BPOE Lodge: Golden Block,4046.86
"Cherokee Triangle, Louisville",2.02343e+06
Cope's Bridge,4046.86
Earnest Bridge,404.686
Kuerner Farm,133546.0
Nome Gold Rush,49776.3
Nome Gold Rush,70415.3
Nome Gold Rush,76080.9
Nome Gold Rush,78913.7
Wendling Bridge,404.686
Ladd's Addition,509904.0
Los Alamos Ranch House,3.23749e+06
Ohio and Erie Canal,99148.0
Ohio-Erie-Kanal,99148.0
Casper and Abraham Shafer Grist Mill Complex,66368.4
Salem County Insane Asylum,36421.7
Anthony M. McColl House,28328.0
Meshingomesia Cemetery and Indian School Historic District,6879.66
Trippett-Glaze-Duncan-Kolb Farm,267093.0
Wabasha Commercial Historic District,40468.6
Wabasha County Poor House,20234.3
William A. Leet and Frederick Hassler Farmstead District,17806.2
William and Amanda J. Ellis Farmstead Historic District,4451.54
Abijah O'Neall II House,13759.3
Abraham Best House,12140.6
Adams Home Farm,12140.6
Adams–Chadeayne–Taft Estate,42127.8
Adams–Myers–Bryan Farmstead,453531.0
Albany Felt Company Complex,58477.1
Alfred Horatio Belo House,4046.86
Alfred M. Glossbrenner Mansion,3237.49
Alligerville Historic District,623863.0
Allison Mansion,16187.4
Ambrose S. Lapham House,6596.38
American Radiator Company Factory Complex,129257.0
Ames Family Homestead,52609.1
Andrew Short House,4046.86
Ansco Company Charles Street Factory Buildings,12423.8
Appeldoorn Farm,564294.0
Architecture of Henry K. Holsman Historic Campus District,48967.0
Arcola Mills,8093.71
Arvine Heights Historic District,17806.2
Attica Market and Main Historic District,11412.1
Auclair–Button Farmstead,635559.0
Augustus Sander House,60702.8
Avon Five Arch Bridge,4046.86
"Barkin House (Long Beach, New York)",566.56
Barna C. Roup House,3601.7
Barringer–Overbaugh–Lasher House,10157.6
Battell Park Historic District,44515.4
Baum–Wallis Farmstead,371744.0
Beard-Kerr Farm,14083.1
Beaver Dam Plantation,113312.0
Beaver Falls Grange Hall No. 554,1537.81
Beddoe–Rose Family Cemetery,4046.86
Belhaven Commercial Historic District,20234.3
Bell Covered Bridge,4046.86
"Benevolent and Protective Order of Elks, Lodge Number 878",2792.33
Bethel Burial Ground,1133.12
Biblioteca Carnegie,4451.54
Birmingham Green Historic District,26709.3
Blankenship-Hodges-Brown House,5665.6
Blue Ridge Swim Club,48967.0
Bodwell Water Power Company Plant,43706.0
Boxwood Cemetery,78468.5
Brace Farm,829606.0
Bradford Estate,10117.1
Brick Chapel United Methodist Church,6070.28
Bridge No. 90646,80.9371
Brigadier General David McCarty Stone Cottage,526.091
Bristol-Washington Township School,5260.91
Brownell–Cornell–Gibbs Farmstead,501810.0
Brown–Ellis House,11452.6
Bruce Goldfish Fisheries,323749.0
Brugjeld-Peterson Family Farmstead District,6879.66
Burroughs–Foland Farm,495983.0
C.S. Stearns House,8093.71
Caledonia Fish Hatchery,74988.2
Camden County Courthouse (Georgia),8093.71
Cannon–Brownell–Herrington Farmstead,789137.0
Carter-Simmons House,36421.7
Cartin–Snyder–Overacker Farmstead,510470.0
Carver Historic District,242811.0
Cattaraugus Village Commercial Historic District,13071.3
Central High School & Boys Vocational School,16187.4
Central Trust Bank Building,4046.86
Charles Chauncey Dwight House,10117.1
Charles H. Coons Farm,24078.8
Charles Spangenberg Farmstead,16187.4
Charles Sweeton House,4856.23
Chevra Linas Hazedek Synagogue of Harlem and the Bronx,485.623
Chili–West Historic District,294530.0
Chris Poldberg Farmstead,8376.99
"Christ Building (Sea Cliff, New York)",4046.86
Christamore House,4451.54
Christian Hess House and Shoemaker's Shop,3318.42
"Christian and Katharina Herschler House, Barn, and Outbuildings Historic District",20234.3
"Church of Saints Peter and Paul (Rochester, New York)",11885.6
Clay County Hospital,24281.1
Cliffs Plantation,33588.9
Clinton–Columbia Historic District,69727.3
Cobble Villa,1294.99
Cochran-Helton-Lindley House,2428.11
Coffin's Grove Stagecoach House,20234.3
Coleman-Franklin-Cannon Mill,26709.3
Coletti–Rowland–Agan Farmstead,453531.0
Combs Addition Historic District,85429.1
Conant's Cabin and Park,60702.8
Coney Island of the West,125453.0
Confederate Armory Site,129499.0
Congregation Tifereth Yehuda Veyisroel,4046.86
Cooper-Alley House,6070.28
Copake Falls Methodist Episcopal Church,364.217
Corlies–Hart–Ritter House,2954.21
Cornell–Manchester Farmstead,542319.0
"Cottage Farm (Fair Haven, New York)",4046.86
Cottage in the Pines,484652.0
Cotton-Ropkey House,23067.1
Cox–Budlong House,6879.66
Craig and Virginia Sheaffer House,10117.1
Crown Heights North Historic District,416260.0
Crown Point Green Historic District,51273.7
Culver Union Hospital,15378.1
Cumberland Historic District,188584.0
Cure Cottage at 43 Forest Hill Avenue,566.56
Cynthia-Kinzer Historic District,97124.6
Cyrus Rexford House,9024.49
Daniel S. Major House,10117.1
David Hanaford Farmstead,36017.0
David Worth Dennis House,7284.34
Dearborn County Courthouse,4046.86
Debar Pond Lodge,4.52823e+06
Delaware and Hudson Passenger Station,7203.4
Delphi Methodist Episcopal Church,4046.86
Denniston–Steidle House,104409.0
Denton Homestead,1861.55
Dierdorff Farmstead,18049.0
District No. 44 School,4046.86
Dixie Plantation,18210.9
Doddridge Chapel and Cemetery,16187.4
Donald Mann House,11331.2
Downey Savings Bank,4046.86
Downtown LaPorte Historic District,141640.0
"Dr. E.P. Hawkins Clinic, Hospital, and House",4046.86
Dr. George M. Willing House,1214.06
Dr. H.G. Osgood House,2428.11
Dr. John Arnold Farm,647497.0
Dubois County Courthouse,2023.43
Dunning Street Cemetery,18332.3
Duvall-Ash Farmstead,40468.6
E.M. Hager & Sons Company Building,4046.86
Eaglefield Place,67987.2
Edmundson Park Historic District,228647.0
Iglesia Episcopal Metodista de la Calle Once,566.56
Eleventh Street Methodist Episcopal Chapel,566.56
Eli Sigler House,1011.71
Eli and Diadama Beecher House,4815.76
Elkhart County Courthouse,13354.6
Ellenville Downtown Historic District,52609.1
Elliot–Buckley House,11290.7
Elm Spring Farm,202343.0
"Elmwood (Nunda, New York)",217316.0
Elmwood Historic District–East,1.64205e+06
Emerson Hough Elementary School,8093.71
Emmanuel C. Bickel House,404.686
Emmanuel Shearith Israel Chapel,1214.06
Enoch Madison Fenton House,5260.91
Enoco Coal Mine,600553.0
Evergreen Hill,153781.0
Fargo Estate Historic District,198620.0
Farmer's National Bank and W.H. Hughes Slate Company Office,526.091
Fawn River State Fish Hatchery,189393.0
Felt's Farm,27923.3
"Fidelity Trust Building (Indianapolis, Indiana)",404.686
First Congregational Church of Walton,4046.86
First Methodist Episcopal Church of McKeesport,8093.71
First Methodist Episcopal Church of St. Johnsville,4330.14
First Presbyterian Church of Le Roy,4046.86
First Presbyterian Church of Newtown,2670.93
First Presbyterian Society of Cape Vincent,4046.86
Fite-Williams-Ligon House,15782.7
Foley Hall,8093.71
Forest Hills Country Club,651544.0
Fort Plain Historic District,751339.0
Fox River Paper Company Historic District,20234.3
Francis P. Keilman House,4637.7
Frank and Eliza Tryon House,4046.86
Frederick and Augusta Hagemann Farm,8093.71
Gabriel Farnsley House,4046.86
Garth Stroup Home,5665.6
Gaskill-Erwin Farm,10117.1
Gautier Benítez High School,5260.91
Gehlen House and Barn,4046.86
General Cigar Company–Ansco Camera Factory Building,13314.2
"General Land Office (White Pigeon, MI)",404.686
George E. Schlapp House,32374.9
George and Adele Jaworowski House,4046.86
Gilbertsville Water Works,257461.0
"Glenmore (Jefferson City, Tennessee)",24281.1
Glenville District No. 5 Schoolhouse,2104.37
Globe Woolen Company Mills,24807.2
Godahl Store,2023.43
Good Fellow Club Youth Camp,254952.0
Grace Methodist Church Complex,3318.42
"Greenwood Elementary School (Terre Haute, Indiana)",8498.4
Gregg Park,89030.8
Grenadier Island Schoolhouse,4046.86
Gulfport Army Air Field Hangar,22136.3
Gurnee–Sherwood House,6232.16
Guttenberg National Fish Hatchery and Aquarium Historic District,10117.1
H. Lauter Company Complex,20234.3
Halford–Hayner Farmstead,323951.0
Hamilton County Courthouse (Indiana),7284.34
Hamlin Park Historic District,907629.0
Hanna-Ochler-Elder House,12140.6
Hard Farm Homestead,31160.8
Harlan Courthouse Square Commercial District,27518.6
Hartwick Historic District,724994.0
Haven Hubbard Home,61714.6
Hawthorne Branch Library No. 2,7689.03
Hebron District School No. 16,4046.86
Heck-Hasler House,12140.6
Helen Hill Historic District,78144.8
Helton-Mayo Farm,52609.1
Henry F. Campbell Mansion,23067.1
Henry F. Whitelock House and Farm,11331.2
Herschell–Spillman Motor Company Complex,7284.34
High and Locust Streets Historic District,158839.0
Hill Crest Community Center,2023.43
Hillcrest Cemetery,97124.6
Hiram Lay Cobblestone Farmhouse,53418.5
Holden Town Hall,1214.06
Holley Village Historic District,66813.6
Holmes Street Bridge,2751.86
Hooker-Ensle-Pierce House,4046.86
Hoosier Row School,4046.86
Hopewell Methodist Episcopal Church and Cemetery,15175.7
"Horace Mann School (Schenectady, New York)",2994.67
Hormel Historic Home,4046.86
Horner-Terrill House,2848.99
House at 288 Wimbledon Road,526.091
House at 352 Piermont Avenue,3642.17
House at 461 Spruce Lake Road,4046.86
House at 52 Frost Mill Road,17280.1
Howard–Odmin–Sherman Farmstead,457295.0
Humphrey's Dairy Farm,56656.0
Huntingburg Town Hall and Fire Engine House,1214.06
Hurricana Stock Farm,511563.0
I and M Electric Co. Building-Transformer House and Garage,18210.9
Independent Turnverein,4451.54
Indianapolis Chair Manufacturing Company,4451.54
Indianapolis Public Library Branch No. 3,4046.86
Indianapolis Public Library Branch No. 6,4046.86
Indianapolis Veterans Administration Hospital,121406.0
Ingemann Danish Lutheran Church,10117.1
Inglewood and Thurston Historic District,90973.3
Iowa Lakeside Laboratory Historic District,360170.0
Iowa Malleable Iron Company,8538.87
Iron Post,4046.86
Jabez Reeves Farmstead,26709.3
Jackson County Courthouse (Indiana),11679.2
Jacob H. Patten House,1092.65
Jacobson Farm,40832.8
Jaeckel Hotel,2428.11
Jagger-Churchill House,4046.86
James Bradley House,1214.06
James C. Fellows House,68796.6
James Edington Montgomery O'Hair House,4046.86
James F. Harcourt House,8093.71
James H. Ward House,809.371
James Pierce Jr. House,12545.3
Jamestown Downtown Historic District,138362.0
Jenkins Place,16187.4
Jeremiah Service House,14973.4
Jim Scott Fishhouse,1011.71
Joachim Schoonmaker Farm,1.24485e+06
Job Garner-Jacob W. Miller House,4046.86
Johannes Erickson House,4046.86
John Augustus Hockaday House,1214.06
John Christian and Bertha Landrock Reichert House,12140.6
John Foley House,4046.86
John J. Aiken House,11776.4
John K. Voorhees House,5382.32
John Losee House,16187.4
John Smith Farm,805324.0
John T. Cyphers House,4046.86
John W. McClain House,20234.3
John Wood Farmstead,141640.0
John and Chauncey White House,20274.8
John and Cynthia Garwood Farmstead,26304.6
John and Martinus Laraway Inn,4046.86
Johnson-Denny House,1618.74
Johnson City Historic District,317881.0
Johnson County Courthouse Square,8093.71
Jonathan Clark Conger House,11735.9
Jones Creek Watershed Historic District,5.6656e+06
Jonesboro Grange No. 357,890.308
Jonesville Store,2347.18
Joseph J. Rohrer Farm,9307.77
Joseph and Sarah Puterbaugh Farm,5260.91
Judge Cyrus Ball House,7689.03
Judge Jonathan Hasbrouck House,9024.49
Keith and Branch Ford Motors Factory and Showroom,3116.08
Kenmore Farm,532566.0
King-Dennis Farm,14568.7
Kingsford Historic District,87452.6
Kismet Temple,4046.86
Kixmiller's Store,4046.86
LaGrange District Schoolhouse,2387.65
Lake George Battlefield Park Historic District,477529.0
Lakeside Park Historic District,12140.6
"Lancaster School (Sigourney, Iowa)",4046.86
Larson's Hunters Resort,16187.4
Larwood Bridge,696.773
Leeper Park,101171.0
Leffingwell–Batcheller House,1537.81
Leon Grange No. 795,4046.86
Lewis and Sarah Boggs House,8498.4
Ligonier Point Historic District,320956.0
Lilly Biological Laboratories,10117.1
"Lincoln Park School (Greenfield, Indiana)",10117.1
Liverpool Cemetery,22338.6
Lodge Boleslav Jablonsky No. 219,4046.86
Lodge Zare Zapadu,6070.28
Loomis Family Farm,570202.0
Lycurgus Stoner House,4046.86
Lynnville Mill and Dam,8093.71
Lyon Street School,7648.56
Madden School,5665.6
Manhattan Beach Jewish Center,4168.26
Manor Club,4046.86
Maquoketa Company-Clinton Machine Company Administration Building,20234.3
Marcell Ranger Station,52609.1
Margaret Reaney Memorial Library,4289.67
"Marine Hospital (Portland, Maine)",4046.86
Markle House and Mill Site,36421.7
Marquette School,6474.97
Marshall County Courthouse (Indiana),6070.28
Marshall County Infirmary,31565.5
Marsh–Link–Pollock Farm,435239.0
Martin Hofherr Farm,16187.4
Martinsville High School Gymnasium,4856.23
Martin–Fitch House and Asa Fitch Jr. Laboratory,36462.2
Mathewson–Bice Farmhouse and Mathewson Family Cemetery,161551.0
Mathias Wolf Farm,12140.6
Maxwell Farm,409501.0
McCall Family Farmstead,29946.7
McCurdy Smokehouse,4856.23
Meetinghouse Green Road Cemetery,5260.91
Melville F. McHaffie Farm,16187.4
Merit-Tandy Farmstead,16187.4
Metropolitan Life Insurance Company Hall of Records,3925.45
Miami County Courthouse (Indiana),5260.91
Mica Insulator Company,29703.9
Micah Newby House,7689.03
Milford Mine,728434.0
Millen-Chase-McCalla House,4046.86
Miller-Porter-Lacy House,20234.3
Miller–Horton–Barben Farm,297727.0
Moffett-Ralston House,12140.6
Mohawk Valley Grange Hall,1052.18
Moore-Youse-Maxon House,1214.06
Mooresville Friends Academy Building,12140.6
Morgan-Skinner-Boyd Homestead,23779.3
Morris Village Historic District,724994.0
Mount Saviour Monastery,4.30586e+06
Mount Theodore Roosevelt Monument,809.371
Nassau Brewing Company,3925.45
Nathan Garnsey House,12140.6
Neversink Valley Grange Hall No. 1530,2144.83
"New York, Ontario & Western Railway Company Middletown Station",4289.67
Niagara Falls School District Administration Building,4046.86
Noble Block,1214.06
"Normal Hall (Ladoga, Indiana)",6879.66
Norris Farm-Maxinkuckee Orchard,28328.0
North Chatham Historic District,1.64865e+06
North Liberty Historic District,16592.1
North Liberty Park,28328.0
North Star School District No. 11,4046.86
Northbrook Lodge,34600.6
Northcutt Plantation,20234.3
Northside Boulevard Riverwall,15378.1
Nott Street School,4046.86
O'Brien Electric Priming Company,32374.9
Old Brulay Plantation,20234.3
Old Frankfort Stone High School,6070.28
Old Glen Cove Post Office,4046.86
Old Main (Franklin College),404.686
Old Main at the Lutheran Home at Topton,80937.1
Old Stone House Library,2994.67
Oren F. and Adelia Parker House,4046.86
Packer Farm and Barkersville Store,359280.0
Park Avenue and State Street Historic District,91620.8
Parkside Candy Shoppe and Factory,1861.55
Patoka Bridges Historic District,20234.3
"Paul Bunyan Statue (Portland, Oregon)",4046.86
Pearson Terrace,1618.74
Peoria Lock and Dam,110479.0
Peru High School Historic District,4046.86
Peter Kremer House,4046.86
Peter and Karen McComb House,13354.6
Pine Hill Historic District,351024.0
Pound–Hitchins House,73855.1
Prospect Heights Housing Project,84984.0
Public School No. 60,8215.12
Pulaski County Home,24281.1
Putnam Camp,54187.4
Queensbury Quaker Burying Ground,2144.83
R.F. Outen Pottery,6070.28
Ramsay-Fox Round Barn and Farm,15378.1
