http://dbpedia.org/ontology/Wrestler,http://dbpedia.org/ontology/height
Anatoli Iwanowitsch Kolessow,1.74
Anatoly Kolesov,1.74
Anatoliy Kolesov,1.74
"Колесов, Анатолий Иванович",1.74
Anatoly Kolesov,1.74
Dawit Bedinadse,1.68
Davit Bedinadze,1.68
Dawit Bedinadze,1.68
"Бединадзе, Давид",1.68
David Bedinadze,1.68
Dawit Gwanzeladse,1.67
"Гванцеладзе, Давид Николаевич",1.67
David Gvantseladze,1.67
Ion Baciu,1.65
Ion Baciu,1.65
Ion Baciu,1.65
"Бачиу, Йон",1.65
Ion Baciu,1.65
Jarkko Ala-Huikku,1.64
Jarkko Ala-Huikku,1.64
Jarkko Ala-Huikku,1.64
Jarkko Ala-Huikku,1.64
Josip Čorak,1.89
"Чорак, Йосип",1.89
Josip Čorak,1.89
Josef Tertelj,1.89
Jožef Tertei,1.89
"Тертеи, Йожеф",1.89
Jožef Tertei,1.89
Kim Jung-sub,1.8
Kim Jung-sub,1.8
Kim Jung-sub,1.8
Ladislau Șimon,1.83
Ladislau Șimon,1.83
"Шимон, Ладислау",1.83
Ladislau Șimon,1.83
Akira Raijin,1.83
Akira Raijin,1.83
雷陣明,1.83
Akira Raijin,1.83
Akira Raijin,1.83
Akira Raijin,1.83
Al Katrazz,1.905
Bingo Ballance,1.7526
ブリックハウス・ブラウン,1.7272
Brickhouse Brown,1.7272
ブルドッグ・ブラワー,1.7272
Bulldog Brower,1.7272
Dakota Darsow,1.8288
Dakota Darsow,1.8288
Danny McShain,1.8034
ジェリー・グラハム,1.778
Dr. Jerry Graham,1.778
ジン・ルイス,1.8796
Gene Petit,1.8796
Jimmy Olsen (wrestler),1.7018
Katie Glass,1.1176
Kim Nielsen,1.7272
Lorelei Lee,1.651
Mickey Keegan,1.9304
Max Pelham,1.9304
マックス・ペルハム,1.9304
Max Pelham,1.9304
Mickey Keegan,1.9304
マイク・ミラー (プロレスラー),1.8796
Mike Miller (wrestler),1.8796
ネイト・ヘイトリッド,1.8796
Nate Hatred,1.8796
レイ・メンドーサ,1.78
Ray Mendoza,1.78
リップ・ホーク,1.7526
Rip Hawk,1.7526
リップ・オリバー,1.8288
Rip Oliver,1.8288
Skull Murphy,1.8542
スカル・マーフィー,1.8542
Skull Murphy,1.8542
Spice (wrestling),1.6256
Stupefied,1.778
The UK Kid,1.778
Yukon Eric,1.8542
Dukes Dalton,1.905
ミステリオッソ・ジュニア,1.76
Misterioso Jr.,1.76
ビッキー・ウィリアムス,1.6
Vicki Williams,1.6
Alberto Muñoz,1.72
Américo Rocca,1.7
Jorge Estrada,1.7526
Jorge Estrada,1.778
Karloff Lagarde Jr.,1.74
Mocho Cota,1.71
Nygma (wrestler),1.73
Ricky Lawless,1.8542
Ricky Lawless,1.8542
Ricky Lawless,1.8542
Ricky Lawless,1.8542
Ryan McBride,1.8034
ストゥーカ・ジュニア,1.7
Stuka Jr.,1.7
ティグレ・ブランコ,1.73
Tigre Blanco,1.73
Wavell Starr,1.8288
Águila Solitaria,1.75
Alexa Bliss,1.5494
Alexa Bliss,1.5494
Alexa Bliss,1.5494
Alexa Bliss,1.5494
Alexa Bliss,1.5494
Алекса Блисс,1.5494
Alexa Bliss,1.5494
Ansor Adamowitsch Boltukajew,1.8
Anzor Boltukayev,1.8
Anzor Boltukayev,1.8
Anzor Bołtukajew,1.8
"Болтукаев, Анзор Адамович",1.8
Anzor Boltukayev,1.8
Selim Yaşar,1.8
Selim Yaşar,1.8
Selim Yaşar,1.8
Selim Yaşar,1.8
"Яшар, Селим",1.8
Selim Yaşar,1.8
Larry Cameron,1.84
Aleksander Chekov,1.8542
Andy Leavine,1.9558
Andrew Leavine,1.9558
アンドリュー・リーヴァイン,1.9558
Andy Leavine,1.9558
Andy Leavine,1.9558
Andy Leavine,1.9812
Andrew Leavine,1.9812
アンドリュー・リーヴァイン,1.9812
Andy Leavine,1.9812
Andy Leavine,1.9812
Azrieal,1.7272
Bill Martel,1.8034
Brick Bronsky,1.8796
エステル・モレノ,1.53
Esther Moreno,1.53
Gilbert (luchador),1.905
Gilbert (wrestler),1.905
Gregory Iron,1.651
Martha Villalobos,1.52
マルタ・ビジャロボス,1.52
Martha Villalobos,1.52
中島洋平,1.72
Menso-re Oyaji,1.72
Rob Cage,1.8034
Sanasar Oganisyan,1.8
"Оганисян, Санасар Размикович",1.8
Sanasar Oganisyan,1.8
Spenser Mango,1.57
Spenser Mango,1.57
Stepán Sargsián,1.64
Stepan Sarkisjan,1.64
"Саркисян, Степан Халатович",1.64
Stepan Sarkisyan,1.64
Taeler Hendrix,1.7018
Taeler Hendrix,1.7018
Taeler Hendrix,1.7018
ティファニー (プロレスラー),1.7
Tiffany (luchadora),1.7
"Зангиев, Виктор Дзантемирович",1.8796
Victor Zangiev,1.8796
Wojciech Orłowski (sportowiec),1.8796
Wojciech Orłowski,1.8796
X-Fly,1.68
AR Fox,1.8288
AR Fox,1.8288
Abd ar-Rahman at-Tarabili,1.9
Abdelrahman El-Trabely,1.9
Adnan ar-Rahimi,1.85
Adnan Rhimi,1.85
Alena Filipava,1.58
Alena Filipava,1.58
Alin Alexuc-Ciurariu,1.91
Alin Alexuc-Ciurariu,1.91
Ana Maria Pavăl,1.59
Ana Maria Pavăl,1.59
Ana Maria Pavăl,1.59
Ana Maria Pavăl,1.59
Anders Nyblom,1.59
Anton Botev,1.87
Arman Adikyan,1.68
Aszraf al-Gharabili,1.65
Ashraf El-Gharably,1.65
Asjat Dilmujamedov,1.76
Aschat Dylmuchamedow,1.76
"Дильмухамедов, Асхат Рахатович",1.76
Askhat Dilmukhamedov,1.76
Äset Imanbajew,1.6
"Иманбаев, Асет Жумашович",1.6
Asset Imanbayev,1.6
Attila Bátky,1.8
Attila Bátky,1.8
Attila Bátky,1.8
Badrajyn Odonchimeg,1.75
Badrachyn Odonczimeg,1.75
Badrakhyn Odonchimeg,1.75
Bilal al-Wasztati,1.72
Bilel Ouechtati,1.72
Bożidar Bojadżiew,1.83
Bozhidar Boyadzhiev,1.83
Czagnaadordżijn Gandzorig,1.82
Chagnaadorjiin Ganzorig,1.82
Szukri Atafi,1.8
Choucri Atafi,1.8
Darkhan Bayakhmetov,1.72
Darchan Bajachmetow,1.72
"Баяхметов, Дархан Аргынгазыевич",1.72
Darkhan Bayakhmetov,1.72
Devorah Frost,1.7018
Dr. Johnny Wildside,1.8288
Ad-Dasuki Szaban,1.85
El-Desoky Ismail,1.85
El Hijo de Pirata Morgan,1.7
El Soberano,1.82
エストレジータ,1.65
Estrellita (wrestler),1.65
"Нурмагомедов, Хаджимурад",1.73
嘎茲穆拉德·努瑪格莫多夫,1.73
Gadzhimurad Nurmagomedov,1.73
Gergely Kiss (wrestler),1.92
Hajsam Bilajisz,1.65
Haithem Ben Alayech,1.65
Hassan Shahsavan,1.7
Husajn Ajjari,1.89
Hassine Ayari,1.89
Hajkal al-Aszuri,1.86
Haykel Achouri,1.86
ヘイディ・ラブラス,1.6256
Heidi Lovelace,1.6256
Inquisidor,1.7
Islam Tulba,1.78
Islam Tolba,1.78
Jarlis Mosquera,1.8
Jarlis Mosquera,1.8
Jedrek Grabowski,2.0574
José Daniel Díaz,1.81
José Díaz (zapaśnik),1.81
José Daniel Díaz,1.81
KeMonito,0.8
加藤賢三,1.83
Kenzō Katō,1.83
Kenzō Katō,1.83
Kim Jae-gang,1.81
Kim Jae-gang,1.81
Kim Jae-gang,1.81
Kim Jin-hyeok,1.76
Kim Jin-hyeok,1.76
Kim Min-chul,1.73
Kim Min-chul,1.73
Kohei Hasegawa,1.64
長谷川恒平,1.64
Kōhei Hasegawa,1.64
Kohei Hasegawa,1.64
ラ・コマンダンテ,1.75
La Comandante,1.75
La Seductora,1.63
Lasza Gogitidze,1.64
Lasha Gogitadze,1.64
Lawrence Langowski,1.85
Lawrence Langowski,1.85
Lee Se-yeol,1.8
Lee Se-yeol,1.8
Lee Se-yeol,1.8
Lenur Temirov,1.67
Leonid Bazan,1.68
Leonid Bazan,1.68
Łeonid Bazan,1.68
Leonid Bazan,1.68
Leono,1.78
ジュビア (プロレスラー),1.6
Lluvia,1.6
Luis Liendo,1.72
Luis Liendo (wrestler),1.72
Luis Vívenes,1.85
Luis Vívenes,1.85
Luis Vivenes,1.85
ルナ・マヒカ,1.5
Luna Mágica,1.5
Mamed Agayev,1.77
"Агаев, Мамед",1.77
Mahmed Aghaev,1.77
Marcie Van Dusen,1.65
Marcie Van Dusen,1.65
Mark Angelosetti,1.8034
María Teresa Méndez,1.63
María Teresa Méndez,1.63
Metálico,1.73
Mighty Joe Thunder,1.8288
Mindaugas Ežerskis,1.86
Mindaugas Ežerskis,1.86
Mini Máximo,1.14
Abouhalima Al-Sa'id,1.53
Abu Halima as-Sa’id,1.53
Mohamed Abouhalima,1.53
Muhammad Rijad al-Wafi,1.78
Mohamed Riad Louafi,1.78
Muhammad Sarir,1.75
默罕默德·塞瑞,1.75
Mohamed Serir,1.75
Musa Murtazaliyev,1.76
Musa Murtazaliev,1.76
Musa Murtazalijew,1.76
"Муртазалиев, Муса Далгатович",1.76
Musa Murtazaliev,1.76
Najdangijn Otgondżargal,1.6
Naidangiin Otgonjargal,1.6
Nosferatu (wrestler),1.85
Oficial Factor,1.8
Oficial Rayan,1.81
Oficial Spartan,1.8
Ołeh Krioka,1.87
Oleg Kryoka,1.87
Oleng Motsalin,1.74
Olegk Motsalin,1.74
Oleksandr Chernetsky,1.9
Oleksandr Chernetskyy,1.9
Ołeksandr Czernecki,1.9
"Чернецкий, Александр Степанович",1.9
Oleksandr Chernetskyi,1.9
Oleksandr Darahan,1.8
Ołeksandr Darahan,1.8
Oleksandr Daragan,1.8
Vicente Huacon,1.69
Orlando Huacón,1.69
プリンセサ・スヘイ,1.55
Princesa Sujei,1.55
Radhouane Chebbi,1.86
Radwan asz-Szabbi,1.86
Radhouane Chebbi,1.86
輝優優,1.6
Ran Yu-Yu,1.6
Ricardo Roberty,1.72
Ricardo Roberty,1.72
Ricardo Roberty,1.72
Roman Mieloszyn,1.75
"Мелёшин, Роман Сергеевич",1.75
Roman Melyoshin,1.75
Ruslán Kokáyev,1.8
"Кокаев, Руслан Таймуразович",1.8
Ruslan Kokaev,1.8
Ruslan Vartanov,1.64
Samir Bukirra,1.76
Samir Bouguerra,1.76
Sajjid Abd al-Munim,1.7
"Абдельмонем, Сайед",1.7
Sayed Abdelmoneim,1.7
Szalwa Gadabadze,1.78
Shalva Gadabadze,1.78
Shamil Guitinov,1.84
Shamil Gitinov,1.84
松本慎吾,1.75
Shingo Matsumoto,1.75
Shingo Matsumoto,1.75
シルエタ,1.6
Silueta (wrestler),1.6
Skándalo,1.69
Smasher Sloan,1.8796
Soner Sucu,1.66
Soner Sucu,1.66
Stukita,1.62
Sébastien Hidalgo,1.7
Sébastien Hidalgo,1.7
Tama Tonga,1.83
ピート・フィフィタ,1.83
Tama Tonga,1.83
Tarek Aziz Benaissa,1.7
Tarik Aziz Bin Isa,1.7
塔雷克·阿濟茲·班奈薩,1.7
Tarek Benaissa,1.7
Tatyana Amanzhol,1.55
Tatjana Bakatiuk,1.55
"Бакатюк, Татьяна Витальевна",1.55
Tatyana Amanzhol,1.55
Terrible Ted,2.1336
The Silent Warrior,1.8796
Teodoros Tunusidis,1.87
Theodoros Tounousidis,1.87
Trauma I,1.77
Trauma I,1.77
Travis Cross,2.0
Travis Cross,2.0
Trueno (wrestler),1.72
Tsutomu Oosugi,1.62
ツトム・オースギ,1.62
Tsutomu Oosugi,1.62
Vadim Láliyev,1.77
"Лалиев, Вадим Казбекович",1.77
Vadim Laliev,1.77
Vaguinak Galstian,1.7
Vaghinak Galustyan,1.7
Vaghinak Galstyan,1.7
Vincent Aka-Akesse,1.8
Vincent Aka-Akesse,1.8
Vincent Aka-Akesse,1.8
Vincent Aka-Akesse,1.8
Volha Jilko,1.61
Volha Khilko,1.61
Wilson Siewari,1.8
Wuileixis Rivas,1.74
Wuileixis Rivas,1.74
Wuileixis Rivas,1.74
Yagnier Hernández,1.65
Yagnier Hernández,1.65
Jasir Sakr,1.8
Yasser Sakr,1.8
Yelena Komarova,1.62
Jurij Kowal (zapaśnik),1.6
Yuriy Koval (wrestler),1.6
Zeuxis (luchadora),1.63
セウシス,1.63
Zeuxis (wrestler),1.63
Łukasz Banak,1.86
Łukasz Banak,1.86
أبيس (مصارع),2.032
Abyss (wrestler),2.032
Abyss (Wrestler),2.032
Abyss (luchador),2.032
Chris Parks,2.032
Abyss (wrestler),2.032
クリス・パークス,2.032
Abyss (worstelaar),2.032
Chris Parks,2.032
Chris Parks,2.032
Абисс,2.032
Adam Flash,1.8288
Adrian Adonis,1.8542
Adrian Adonis,1.8542
Adrian Adonis,1.8542
アドリアン・アドニス,1.8542
Keith Franke,1.8542
نيفل (مصارع),1.778
Neville,1.778
Adrian Neville,1.778
Neville (catcheur),1.778
Adrian Neville,1.778
ベンジャミン・サッタリー,1.778
Benjamin Satterley,1.778
Adrian Neville,1.778
Neville (lutador),1.778
Невилл Эдриан,1.778
阿德里安·內維爾,1.778
Alex Shelley,1.778
Alex Shelley,1.778
Alex Shelley,1.778
Alex Shelley,1.778
Alex Shelley,1.778
アレックス・シェリー,1.778
Patrick Martin (worstelaar),1.778
Alex Shelley,1.778
アニマル浜口,1.78
Animal Hamaguchi,1.78
Apollo Crews,1.8542
Uhaa Nation,1.8542
Apollo Crews,1.8542
Sesugh Uhaa,1.8542
ウーハー・ネイション,1.8542
Apollo Crews,1.8542
Apollo Crews,1.8542
Аполло Крюс,1.8542
Apollo Crews,1.8542
Barry Windham,1.9812
Barry Windham,1.9812
Barry Windham,1.9812
Barry Windham,1.9812
Barry Windham,1.9812
バリー・ウインダム,1.9812
Barry Windham,1.9812
Barry Windham,1.9812
バッファロー (プロレスラー),1.76
Black Buffalo (wrestler),1.76
Matthew Adams,1.8034
Matt Silva,1.8034
Buddy Murphy,1.8034
マット・シルバ,1.8034
Buddy Murphy,1.8034
Bull Curry,1.8288
ブル・カリー,1.8288
Bull Nakano,1.7
Keiko Nakano,1.7
Keiko Nakano,1.7
Bull Nakano,1.7
ブル中野,1.7
Keiko Nakano,1.7
Charlotte (Wrestlerin),1.778
Charlotte (luchadora),1.778
Charlotte (wrestler),1.778
Charlotte (catcheuse),1.778
アシュリー・フレアー,1.778
Ashley Fliehr,1.778
Charlotte (wrestlerka),1.778
Charlotte (lutadora),1.778
"Флэр, Эшли",1.778
夏洛特 (摔角手),1.778
Charlotte (wrestler),1.778
Chris Jericho,1.8288
كريس جيريكو,1.8288
Chris Jericho,1.8288
Chris Jericho,1.8288
Chris Jericho,1.8288
Chris Jericho,1.8288
クリス・ジェリコ,1.8288
Chris Jericho,1.8288
Chris Jericho,1.8288
Chris Jericho,1.8288
"Джерико, Крис",1.8288
克里斯·傑利可,1.8288
Dalton Castle,1.8034
ダルトン・キャッスル,1.8034
Dalton Castle (wrestler),1.8034
Dick Slater,1.8796
Dick Slater,1.8796
Dick Slater,1.8796
ディック・スレーター,1.8796
زاب كولتر,1.8542
Dutch Mantel,1.8542
Wayne Keown,1.8542
Zeb Colter,1.8542
Dutch Mantel,1.8542
ダッチ・マンテル,1.8542
Dutch Mantel,1.8542
Zeb Colter,1.8542
"Колтер, Зеб",1.8542
Dutch Savage,1.9304
Dutch Savage,1.9304
ダッチ・サベージ,1.9304
Fritz Von Erich,1.9304
Fritz Von Erich,1.9304
Fritz Von Erich,1.9304
フリッツ・フォン・エリック,1.9304
Fritz Von Erich,1.9304
Fritz Von Erich,1.9304
ゴヤ・コング,1.7
Goya Kong,1.7
بوب هولي,1.8288
Hardcore Holly,1.8288
Hardcore Holly,1.8288
Bob Howard,1.8288
Hardcore Holly,1.8288
Bob Holly,1.8288
ボブ・ホーリー,1.8288
Bob Holly,1.8288
Hardcore Holly,1.8288
Bob Holly,1.8288
هيث سلايتر,1.8796
Heath Slater,1.8796
Heath Slater,1.8796
Heath Slater,1.8796
Heath Slater,1.8796
Heath Slater,1.8796
ヒース・スレイター,1.8796
Heath Miller (worstelaar),1.8796
Heath Slater,1.8796
Heath Slater,1.8796
"Слэйтер, Хит",1.8796
希斯·史雷特,1.8796
Heavy Metal (wrestler),1.7
Erick Casas,1.7
ヘビー・メタル (プロレスラー),1.7
Icarus (luchador),1.778
Icarus (wrestler),1.778
John Cone,1.7526
ジョン・コーン,1.7526
John Cone,1.7526
John Cone,1.7526
John Cone,1.7526
約翰·寇恩,1.7526
Kendall Windham,1.9558
ケンドール・ウインダム,1.9558
Kenny Kaos,1.8288
Killer Kowalski,2.0066
Killer Kowalski,2.0066
Killer Kowalski,2.0066
Wladek Kowalski,2.0066
キラー・コワルスキー,2.0066
Killer Kowalski,2.0066
Władysław Kowalski (wrestler),2.0066
Killer Kowalski,2.0066
Killer Kowalski,2.0066
Leon (プロレスラー),1.6
Leon (Japanese wrestler),1.6
Les Thatcher,1.778
Lodi (wrestler),1.8796
Madison (wrestler),1.7018
Matt Murphy (wrestler),1.8288
マット・マーフィー,1.8288
مستر فوجي,1.778
Harry Fujiwara,1.778
Mr. Fuji,1.778
Harry Fujiwara,1.778
Harry Fujiwara,1.778
Mr. Fuji,1.778
ハリー藤原,1.778
Harry Fujiwara,1.778
Mr. Fuji,1.778
One Man Gang,1.8288
One Man Gang,1.8288
George Gray (luchador),1.8288
One Man Gang,1.8288
One Man Gang,1.8288
ワンマン・ギャング,1.8288
George Gray,1.8288
オロ (プロレスラー),1.77
Oro (wrestler),1.77
Paul Roma,1.8034
Paul Roma,1.8034
Paul Roma,1.8034
Paul Roma,1.8034
ポール・ローマ,1.8034
Paul Centopani,1.8034
Quicksilver (wrestler),1.8288
Ramstein (wrestler),1.75
Road Warrior Animal,1.8796
Joseph Laurinaitis,1.8796
Road Warrior Animal,1.8796
Joe Laurinaitis,1.8796
Road Warrior Animal,1.8796
ロード・ウォリアー・アニマル,1.8796
Road Warrior Animal,1.8796
Road Warrior Animal,1.8796
Road Warrior Animal,1.8796
William Arturo Muñoz González,1.83
ルーシュ,1.83
Rush (wrestler),1.83
Seth Delay,1.778
Shelton Benjamin,1.8796
شيلتون بنجمين,1.8796
Shelton Benjamin,1.8796
Shelton Benjamin,1.8796
Shelton Benjamin,1.8796
Shelton Benjamin,1.8796
シェルトン・ベンジャミン,1.8796
Shelton Benjamin,1.8796
Shelton Benjamin,1.8796
Shelton Benjamin,1.8796
"Бенджамин, Шелтон",1.8796
ستينغ (مصارع),1.8796
Sting (wrestler),1.8796
Sting (Wrestler),1.8796
Sting (luchador),1.8796
Sting (catcheur),1.8796
Sting (wrestler),1.8796
スティング (プロレスラー),1.8796
Steve Borden,1.8796
Sting (wrestler),1.8796
Sting (lutador),1.8796
Стинг (рестлер),1.8796
史汀 (摔角手),1.8796
ساندمان,1.905
The Sandman (wrestler),1.905
The Sandman,1.905
The Sandman (luchador),1.905
Jim Fullington,1.905
The Sandman (wrestler),1.905
サンドマン (プロレスラー),1.905
James Fullington,1.905
Jim Fullington,1.905
Thea Trinidad,1.524
Thea Trinidad,1.524
Thea Trinidad,1.524
Thea Trinidad,1.524
Thea Trinidad,1.524
Tony Atlas,1.8796
Tony Atlas,1.8796
Tony Atlas,1.8796
Anthony White,1.8796
Tony Atlas,1.8796
トニー・アトラス,1.8796
Tony Atlas,1.8796
Tony Atlas,1.8796
ترينت باريتا,1.8288
Greg Marasciulo,1.8288
Greg Marasciulo,1.8288
Greg Marasciulo,1.8288
グレッグ・マラシウロ,1.8288
Greg Marasciulo,1.8288
Trent Barreta,1.8288
Trent Barreta,1.8288
Trent Barreta,1.8288
Otto Wanz,0.0
Otto Wanz,0.0
Otto Wanz,0.0
Otto Wanz,0.0
オットー・ワンツ,0.0
Trauma II,1.75
Abismo Negro,1.8
Abismo Negro,1.8
アビスモ・ネグロ,1.8
Adlan Abujewitsch Warajew,1.7
Adlán Varáyev,1.7
Adlan Varayev,1.7
Adłan Warajew,1.7
"Вараев, Адлан Абуевич",1.7
Adlan Varayev,1.7
Akitoshi Saito,1.78
齋藤彰俊,1.78
Al Hobman,1.85
Al Hobman,1.85
Anders Ahlgren,1.91
Anders Ahlgren,1.91
Anders Ahlgren,1.91
Anders Ahlgren,1.91
"Альгрен, Андерс",1.91
Andrew Simmons,1.7018
Andrew Simmons,1.7018
Aram Margarian,1.64
"Маргарян, Арам Генрихович",1.64
Aram Margaryan,1.64
Armen Wardanjan,1.72
Armen Vardanian,1.72
Armen Vardanyan,1.72
アルメン・ワルダニャン,1.72
Armen Wardanian,1.72
"Варданян, Армен Фрунзикович",1.72
Armen Vardanyan,1.72
阿尔缅·瓦尔达尼扬,1.72
آشلي ماسارو,1.6256
Ashley Massaro,1.6256
Ashley Massaro,1.6256
Ashley Massaro,1.6256
Ashley Massaro,1.6256
Ashley Massaro,1.6256
アシュリー・マッサーロ,1.6256
Ashley Massaro,1.6256
Ashley Massaro,1.6256
"Массаро, Эшли",1.6256
Brett DiBiase,1.8288
Brett DiBiase,1.8288
ブレット・デビアス,1.8288
Brett DiBiase,1.8288
Brett DiBiase,1.8288
Brett DiBiase,1.8288
Chamaco Valaguez,1.71
Emile Czaja,1.8288
キングコング (プロレスラー),1.8288
Enju Waltschew Dimow,1.7
Enyu Valchev,1.7
Enyu Valchev,1.7
Enju Wyłczew,1.7
"Вылчев, Енё",1.7
三田英津子,1.7272
Etsuko Mita,1.7272
Guillermo Torres,1.68
Guillermo Torres (wrestler),1.68
Han Tae-young,1.9
Han Tae-young,1.9
柳沼寛香,1.55
Hiroka Yaginuma,1.55
Hiroyoshi Tenzan,1.83
Hiroyoshi Tenzan,1.83
Hiroyoshi Tenzan,1.83
天山広吉,1.83
Huracán Ramírez,1.72
ウラカン・ラミレス,1.72
Huracán Ramírez,1.72
木高イサミ,1.72
Isami Kodaka,1.72
Iwo Angelow,1.64
Ivo Anguelov,1.64
Ivo Angelov,1.64
Ivo Angelov,1.64
Iwo Angełow,1.64
Ivo Angelov,1.64
جاك كارتير (مصارع),1.8796
Jake Carter (wrestler),1.8796
ジェシー・ホワイト,1.8796
Jesse White,1.8796
Jake Carter (wrestler),1.8796
Jun Izumida,1.85
泉田純,1.85
竹村豪氏,1.78
Katsushi Takemura,1.78
Kazue Nagahori,1.6
永堀一恵,1.6
Kazue Nagahori,1.6
ハル薗田,1.8
Kazuharu Sonoda,1.8
Kazunari Murakami,1.85
Kazunari Murakami,1.85
村上和成,1.85
Kotaro Suzuki,1.73
Kotarō Suzuki,1.73
Kotarō Suzuki,1.73
鈴木鼓太郎,1.73
Kuniaki Kobayashi,1.83
小林邦昭,1.83
Leo Honkala,1.7
Leo Honkala,1.7
"Хонкала, Лео",1.7
Leo Honkala,1.7
Magomet-Gasan Abushev,1.7
"Абушев, Магомед-Гасан Мингажутдинович",1.7
Magomedgasan Abushev,1.7
Masahiro Chono,1.85
Masahiro Chono,1.85
Masahiro Chōno,1.85
蝶野正洋,1.85
蝶野正洋,1.85
Masamitsu Ichiguchi,1.61
Masamitsu Ichiguchi,1.61
Masamitsu Ichiguchi,1.61
市口政光,1.61
Masamitsu Ichiguchi,1.61
"Итигути, Масамицу",1.61
Masamitsu Ichiguchi,1.61
Masanobu Fuchi,1.83
渕正信,1.83
Masao Inoue,1.8
井上雅央,1.8
Masao Orihara,1.75
折原昌夫,1.75
Masao Orihara,1.75
Masayuki Matsubara,1.59
松原正之,1.59
"Мацубара, Масаюки",1.59
Masayuki Matsubara,1.59
Masayuki Naruse,1.73
成瀬昌由,1.73
Masayuki Naruse,1.73
Meiko Satomura,1.57
里村明衣子,1.57
Michael DiBiase,1.8288
Michael DiBiase,1.8288
マイク・デビアス,1.8288
Michael DiBiase,1.8288
Mini Abismo Negro,1.56
Mitsuo Momota,1.73
百田光雄,1.73
Mototsugu Shimizu,1.7
清水基嗣,1.7
Mototsugu Shimizu,1.7
Naomichi Marufuji,1.76
Naomichi Marufuji,1.76
Naomichi Marufuji,1.76
Naomichi Marufuji,1.76
丸藤正道,1.76
丸藤正道,1.76
Negro Casas,1.7
Negro Casas,1.7
ネグロ・カサス,1.7
保永昇男,1.82
